,Year,sta_con,yield(t/ha),PDSI_Planting,PDSI_Emerging,PDSI_Silking,EVI_Dough,PDSI_Dough,PDSI_Dent,PDSI_Maturity,PDSI_Harvest,PIC
2176,2012,illinois_whiteside,8.768117877600002,-2.3695298286179494,-2.407789243076546,-3.654279776360208,0.5726182735660389,-4.718118442690941,-5.288684823089392,-5.526057710718337,-5.761445269457652,0.0522758100712867
2218,2012,illinois_winnebago,6.2468135952,-2.017842475362538,-2.139958526678747,-3.644100312768213,0.5181496938616866,-4.835265985075098,-5.40240066684373,-5.803668056717686,-6.359289112584128,0.0522758100712867
2260,2012,illinois_edwards,2.5087604800000003,1.5728993593597282,1.217359124446224,-2.7937562346893934,0.4454957253870368,-4.10384426607347,-4.832449366032028,-5.001864835852524,-4.033718592091465,0.0522758100712867
2299,2012,illinois_franklin,1.8878422612000003,1.5157871023671272,1.1484402460703629,-2.731109246927608,0.4067454255264828,-4.101821594962569,-4.776256066291731,-4.898017961433968,-3.9205592126761615,0.0522758100712867
2341,2012,illinois_gallatin,4.8105482204,1.9001166497590387,1.3911527894502973,-3.5235828240264446,0.4672910406856405,-4.732082368086632,-5.138256220665542,-5.061447302036918,-4.253784375063431,0.0522758100712867
2383,2012,illinois_hamilton,1.975648878,1.5552277775968568,1.180278266426121,-2.730550728244089,0.3925287668708372,-4.055916568802254,-4.728426792922993,-4.906073819989207,-4.068899903418772,0.0522758100712867
2529,2012,illinois_saline,3.1359506,1.6067541640879353,1.1670313524307478,-3.2288133684890585,0.4026301652570859,-4.465227652705554,-4.965323996435348,-5.025377868339759,-4.3661340752574125,0.0522758100712867
2570,2012,illinois_wabash,3.2676605252,1.4368509470626163,0.9776778683865176,-3.067892429586962,0.4666142286355053,-4.331355894737038,-5.042886579617973,-5.264146373045556,-4.534315668435255,0.0522758100712867
2611,2012,illinois_wayne,2.4899447764,1.485462839234426,1.1719994148618416,-2.449377978050338,0.4256510748638611,-3.7480815495899686,-4.547120807211324,-4.809134558634333,-3.93330427648404,0.0522758100712867
2649,2012,illinois_white,4.340155630400001,1.8533205363455711,1.4056774978205533,-3.1852386887225927,0.4916043176442013,-4.495619324779304,-5.05415237181558,-5.0750689621118505,-4.16551769760017,0.0522758100712867
2727,2012,illinois_clinton,1.8941141624,-1.044650945089446,-1.0522071615498227,-2.4237956539337424,0.3821086743805444,-3.736595882814452,-4.572878477993912,-4.846709231419821,-3.836128795634965,0.0522758100712867
2769,2012,illinois_jackson,2.3645067524000005,1.2192896156688855,0.7569945324042671,-2.8623907517214287,0.4143910691774377,-4.190965323717433,-4.73433057597426,-4.802600149248466,-4.199940769615938,0.0522758100712867
2841,2012,illinois_monroe,4.3652432352,-1.4784906187108873,-1.5053950550788322,-3.0751905612058867,0.4578524848560503,-4.208323360377406,-4.801600148367673,-5.056441857288989,-4.760263373795328,0.0522758100712867
2883,2012,illinois_perry,1.4613529796000002,1.0341212321913162,0.4914835920026134,-2.7616830130285632,0.3979146039180783,-4.12259121138831,-4.875331401450815,-5.054823446167799,-4.122040662638297,0.0522758100712867
2923,2012,illinois_pulaski,4.039104372800001,0.6475403177235322,-0.8033622792676227,-3.32245967760867,0.4758997510348159,-4.312384277853323,-4.829990682471775,-5.1531617191825845,-4.8673036400201015,0.0522758100712867
2963,2012,illinois_randolph,2.853715046,-0.736801577667611,-1.0352528286539853,-2.90077164103303,0.4439544331804792,-4.0824635369325,-4.733844139184477,-4.958922346472229,-4.449876041910268,0.0522758100712867
3034,2012,illinois_washington,1.3233711532,-0.2485296403177126,-0.523155634595538,-2.48382889516298,0.3456378097927952,-3.8360829009704687,-4.6535184065256185,-4.867558997034895,-3.728467844273045,0.0522758100712867
3076,2012,illinois_williamson,2.1136307044,1.5125000476837158,1.1466667254765828,-2.845000028610229,0.3825540191182479,-4.163333415985107,-4.742500066757202,-4.838333288828532,-4.036666552225749,0.0522758100712867
3115,2012,illinois_adams,4.766644912,-3.51671910974805,-3.445843847795521,-4.515154443663566,0.49254494967757,-5.354643223245483,-5.800092752003129,-6.110937946921158,-5.971853775819278,0.0522758100712867
3156,2012,illinois_brown,5.456554044000001,-3.6313035742486086,-3.617170825177249,-4.821090533142302,0.4696622585801519,-5.715189337929641,-6.217598863962964,-6.529979537301519,-6.217280403285969,0.0522758100712867
3197,2012,illinois_fulton,7.181326874000001,-3.4923583185437,-3.629182759726829,-4.666084512583958,0.5369823482970476,-5.510269847217103,-6.042443642964233,-6.287155507933517,-5.869549948847204,0.0522758100712867
3239,2012,illinois_hancock,8.423163311600002,-3.3747319241121456,-3.345998413919508,-4.138999238113703,0.5805966502736934,-4.957735563421207,-5.440971765158963,-5.763140126056936,-5.8088162124615295,0.0522758100712867
3280,2012,illinois_henderson,10.1981113512,-3.50673797483787,-3.537219816765921,-4.051717268399147,0.5967196463875585,-4.852806277874055,-5.387281697333041,-5.662598058049043,-5.517993045526771,0.0522758100712867
3321,2012,illinois_knox,10.085217129600002,-2.678370075347632,-2.8196107648231106,-3.650067094051314,0.6126982218299931,-4.452644204309167,-5.008991954825797,-5.27684101038084,-4.994508123441325,0.0522758100712867
3363,2012,illinois_mcdonough,8.717942668000001,-3.5429556675778504,-3.6499919027342784,-4.572739329290575,0.5659460426802033,-5.438831289344297,-5.952070274323191,-6.247476309918175,-6.078077989111208,0.0522758100712867
3404,2012,illinois_schuyler,4.7603730108,-3.603428630180928,-3.664378779981783,-4.853360964520739,0.4946453219434721,-5.717599489468473,-6.245655365982036,-6.56350166711569,-6.258216065956674,0.0522758100712867
3446,2012,illinois_warren,10.3423650788,-3.390992197892173,-3.4914759609942365,-4.123287764943112,0.6137639014841323,-4.8921627334104665,-5.433111491066991,-5.698947381963067,-5.4425084970797455,0.0522758100712867
3487,2012,illinois_bond,2.0885430996,-1.3021074405738284,-1.275862061526908,-2.604084629795187,0.4296417427400911,-3.901519252090303,-4.662892552455784,-4.839944162755942,-3.756803593446236,0.0522758100712867
3526,2012,illinois_calhoun,5.8830433256,-2.5921379872108705,-2.418543157745481,-3.656193727227651,0.4906180568350094,-4.662352628411353,-5.162361326360733,-5.36739945924912,-5.117902686788248,0.0522758100712867
3565,2012,illinois_cass,7.0997921584000006,-3.6326244965015646,-3.690965109970212,-4.96547784536477,0.4833921916744692,-5.912801566582666,-6.423611437042289,-6.66236422502488,-6.228152312357689,0.0522758100712867
3607,2012,illinois_christian,8.103296350399999,-2.6445841644803787,-2.630933526136886,-3.905527330203837,0.527001698983165,-5.09770906416076,-5.706429406664205,-5.858119782558796,-5.211477447665515,0.0522758100712867
3649,2012,illinois_greene,6.4851458408,-2.8939617354501257,-2.691978248923716,-3.809588853395714,0.5083854433081109,-4.850043320488468,-5.348633563561383,-5.508000354198657,-5.085359340113251,0.0522758100712867
3691,2012,illinois_jersey,5.1178713792,-2.3740806663025547,-2.191297080517536,-3.393161826769222,0.4962682804091722,-4.49705289696307,-5.052180442611197,-5.219567563260708,-4.816439688720888,0.0522758100712867
3731,2012,illinois_macoupin,5.3750193284000005,-2.2071763889630045,-2.0467900835389394,-3.258849629451794,0.4861733959940126,-4.439236339914164,-5.015567825983892,-5.1842443566280965,-4.655922419903741,0.0522758100712867
3773,2012,illinois_madison,3.4370018576,-1.7727470351698136,-1.6807420961580928,-2.955215494781291,0.4376859044680578,-4.255738138067734,-4.999750773170936,-5.271117693521856,-4.6520042238909936,0.0522758100712867
3815,2012,illinois_montgomery,4.5910316784,-1.8656134368643724,-1.7804566113125204,-3.042133813503556,0.4813569319685888,-4.279848135004854,-4.89233128800348,-4.994531313919711,-4.163217526755687,0.0522758100712867
3857,2012,illinois_morgan,7.049616948800001,-3.467989909685974,-3.4209377882887253,-4.669556189695745,0.5141084046347987,-5.68755792797755,-6.200463302639744,-6.428666289944053,-5.9485821459316846,0.0522758100712867
3898,2012,illinois_pike,5.676070586000001,-3.7778000352283714,-3.65838502365262,-4.795712872062814,0.4729181568862721,-5.642962487516081,-6.0692044863174885,-6.325721174668214,-6.057592969121076,0.0522758100712867
3938,2012,illinois_sangamon,8.235006275600002,-3.467796935917237,-3.4825273891128816,-4.686263780632105,0.5117728767934694,-5.769807533466097,-6.342262385283499,-6.568353557083055,-6.133258384782468,0.0522758100712867
3980,2012,illinois_scott,7.356940107600001,-3.526344917717484,-3.422157112732732,-4.5615807811865645,0.5051931064787832,-5.477168426115846,-5.924511837525129,-6.14903202556323,-5.7604268580678974,0.0522758100712867
4020,2012,indiana_bartholomew,4.9422581456,1.6071287656392244,1.442444274602865,-2.2231328229651,0.4328355538404953,-3.3617866610444995,-3.8235757837642126,-3.988229866709173,-3.568944317734526,0.0989850689400095
4060,2012,indiana_boone,5.7450614992,-0.1953313006541665,-0.8111301578418573,-2.918684770237492,0.4467716211236138,-4.118946745612121,-4.575808446425831,-4.385198560508277,-3.700568806585237,0.0989850689400095
4102,2012,indiana_clinton,9.282413776,-0.1374092401410658,-0.8669626395772673,-3.014228449191016,0.5810632581783381,-3.97628651672464,-4.399168146839902,-4.309315001996346,-3.750890299484917,0.0989850689400095
4143,2012,indiana_decatur,5.4001069332,1.4674693224112456,1.3120729724566138,-2.463719460363215,0.498357631505932,-3.700968517592892,-4.160074918384775,-4.318379572780177,-3.846444254915909,0.0989850689400095
4223,2012,indiana_hamilton,7.645447562800001,0.32778229642291,-0.3061562898917205,-3.0888077313932527,0.5452162673813042,-4.125999025093726,-4.4749481175230645,-4.384845414608968,-3.696679409641399,0.0989850689400095
4265,2012,indiana_hancock,5.676070586000001,0.9511160519920252,0.7435864132854068,-2.6221953485512706,0.4695325572682866,-3.864218973673157,-4.2677873254393095,-4.194569725415857,-3.433706617632577,0.0989850689400095
4307,2012,indiana_hendricks,3.6565183996,-0.5241279739237749,-0.8490593921328934,-2.8236265214296257,0.3931762245505791,-4.250516194201901,-4.77194757327743,-4.429656470775964,-3.447021260795704,0.0989850689400095
4349,2012,indiana_howard,9.6712716504,-0.5471085900550978,-1.417837128801566,-3.566427069748754,0.5887982013999582,-4.3771606298660135,-4.65534271602382,-4.611439478147887,-4.198803685642134,0.0989850689400095
4390,2012,indiana_johnson,3.6439745972,0.8608380790605049,0.6517013546069602,-2.3755645752910843,0.3981085675307751,-3.7331206240641457,-4.172441182796836,-4.11917889951406,-3.483320550958803,0.0989850689400095
4431,2012,indiana_madison,7.520009538800001,0.1747854343248683,-0.4519778689633564,-3.131329993253328,0.5655533556380441,-4.1035991184451,-4.461205017533289,-4.490157995364245,-3.815044552328205,0.0989850689400095
4506,2012,indiana_morgan,2.6530142076,-0.537371657646648,-0.8066662254671892,-2.8920468046490946,0.3925747804579664,-4.382068143649535,-4.941771840751703,-4.749198218303568,-3.823990632952216,0.0989850689400095
4547,2012,indiana_rush,4.9924333552,1.133799336303291,0.9253821422221132,-2.849679792321959,0.4564768455209711,-4.166365238402159,-4.607296883817225,-4.694877694324806,-4.1008827492824205,0.0989850689400095
4589,2012,indiana_shelby,3.9136663488,1.0892301697357316,0.8578661273412432,-2.537139166183335,0.4226195220822392,-3.9120736842469768,-4.374935097245719,-4.429011403002654,-3.793668984760697,0.0989850689400095
4631,2012,indiana_tipton,9.9033319948,-0.4718437613986716,-1.237415899505134,-3.376379052135888,0.6085704771324583,-4.297818367153697,-4.6162097895531415,-4.57138949507102,-3.9396545850642255,0.0989850689400095
4673,2012,indiana_blackford,7.476106230400001,-0.3992094032566482,-1.243771878354279,-3.4920268832642614,0.5645403178343058,-4.389355886841287,-4.575579965507592,-4.451301115554768,-3.953753074228546,0.0989850689400095
4714,2012,indiana_fayette,4.697653998800001,1.168394604312137,0.9788443680235884,-2.80987196350203,0.4778598499501229,-4.083444549350551,-4.50323508996311,-4.64966348338601,-4.131808778801503,0.0989850689400095
4756,2012,indiana_henry,5.795236708800001,0.592337256294433,0.1592957915171993,-2.9871671368727,0.4921371159947522,-4.208757281558439,-4.680765332637421,-4.7977979809483005,-4.083087574954721,0.0989850689400095
4796,2012,indiana_jay,6.7548375924,0.7378089758659289,0.2233893611786918,-3.199395902484812,0.5645052740673134,-4.042880689906868,-4.041389189809356,-3.763685943558444,-3.1729431933792824,0.0989850689400095
4836,2012,indiana_randolph,5.895587128000001,0.1054494381653237,-0.6201791416192383,-3.1154172133500446,0.5391896749598473,-4.047681486240249,-4.192926976047013,-4.035704638513886,-3.269033508458328,0.0989850689400095
4878,2012,indiana_union,5.751333400400001,2.1845683335305024,2.021273373661758,-1.454624289002636,0.5521538270350753,-3.623450817592996,-4.028221443459857,-4.219791979498143,-3.739392109969252,0.0989850689400095
4920,2012,indiana_wayne,5.0049771576,1.1697965932180157,0.9464632517846288,-2.986992914574257,0.4929744656919621,-4.168670965307436,-4.524654613287685,-4.5900486793000095,-3.894170118660464,0.0989850689400095
4962,2012,indiana_carroll,7.244045886,-0.2619066138676362,-1.1051786447831262,-3.360947658485644,0.5211982718884915,-4.252679057450051,-4.648364289018959,-4.652079515186262,-4.471604131066299,0.0989850689400095
5003,2012,indiana_cass,6.773653296000001,-0.7634691090033789,-1.5911382094376938,-3.769524201862211,0.5595623955139495,-4.7105729113264765,-5.009210765478087,-5.048600000768172,-5.056249558213279,0.0989850689400095
5042,2012,indiana_elkhart,5.801508610000001,0.891457141397377,0.1300625459001321,-3.335071771040011,0.57046564027208,-4.394118954231224,-4.3511646107656,-4.296426842230405,-4.636052443992301,0.0989850689400095
5084,2012,indiana_fulton,7.9715864252,-1.1528071215092035,-1.784266397797665,-4.047937110623667,0.5801064072424723,-5.022312594063061,-5.265311416721809,-5.342348471614043,-5.506066243046751,0.0989850689400095
5126,2012,indiana_kosciusko,6.522777248000001,-0.0266067084881324,-0.9549983370178342,-3.882596879691166,0.5602735265979212,-4.879615998784413,-4.970146557315286,-5.047549288356256,-5.373877579380841,0.0989850689400095
5168,2012,indiana_marshall,6.1339193736,-1.076206585216422,-1.610725906827394,-3.667502568481322,0.5694513725320914,-4.50336802466059,-4.606952903290033,-4.715118906514403,-5.155615865030437,0.0989850689400095
5210,2012,indiana_miami,7.9527707216,-0.4731620140568386,-1.4595740007614495,-4.063484193282427,0.5742382089731347,-5.0337969035140855,-5.23958550444543,-5.183462450300375,-5.115055094495797,0.0989850689400095
5249,2012,indiana_wabash,6.610583864800001,-0.7603400368210832,-1.585974213610008,-4.143634732221574,0.5542536968546845,-5.097922671206254,-5.275914442872573,-5.231712695480495,-5.20367071921896,0.0989850689400095
5291,2012,indiana_adams,7.0119855416000005,1.7732768789048858,1.467229650938575,-3.1372043928679303,0.5648357728702549,-3.90141266369246,-3.906674482340056,-3.6840580436608574,-3.38189253828583,0.0989850689400095
5332,2012,indiana_allen,6.8363723080000005,1.5229491685232237,1.0398669430148195,-3.614854193548688,0.5382247797197673,-4.458954878649015,-4.512958152658193,-4.463830128302058,-4.528477942713034,0.0989850689400095
5374,2012,indiana_de kalb,5.707430092,1.6413809459721225,1.261109304377707,-3.564603156582075,0.5150083293063201,-4.607027965848466,-4.71755205970873,-4.807047347162408,-5.058520993698143,0.0989850689400095
5415,2012,indiana_huntington,6.7924689996000005,-0.4493455557420627,-1.2722948651076031,-3.932669937213872,0.569745164229114,-4.791316215755753,-4.983485978503015,-4.9273087081775495,-4.812336534994172,0.0989850689400095
5456,2012,indiana_lagrange,6.064928460400001,1.4136333993308547,1.0120355056068877,-3.2177623596908425,0.529981787447684,-4.394751170182948,-4.473788033905371,-4.496313763487543,-4.762938831263286,0.0989850689400095
5498,2012,indiana_noble,6.6293995684,1.0498499300888893,0.2653556416008096,-3.6737921549319545,0.5494957531726233,-4.739300849507542,-4.801957572181521,-4.909367974233427,-5.250508979893128,0.0989850689400095
5540,2012,indiana_steuben,5.481641648800001,1.822301903460432,1.5166305406737353,-3.0691820896568003,0.5283233052261582,-4.182560901466487,-4.340064597393053,-4.436185179921515,-4.715106535033372,0.0989850689400095
5579,2012,indiana_wells,7.651719464,0.921704363507906,0.2740645272688682,-3.4940985826396136,0.6051733025136922,-4.329077082037463,-4.420695513854077,-4.318496490295991,-4.113540852913481,0.0989850689400095
5618,2012,indiana_whitley,6.0461127568,-0.0569056714742827,-1.029163295559207,-4.1335478781890025,0.5591416335121944,-5.070059443400494,-5.198793635603912,-5.276006586212791,-5.516109298140217,0.0989850689400095
5660,2012,indiana_benton,7.331852502800001,-2.125226971783697,-2.309700187835984,-3.761357244974164,0.5598978909473187,-4.810091514689743,-5.304190175373363,-5.17579197795244,-4.886783664753272,0.0989850689400095
5702,2012,indiana_jasper,9.0691691352,-1.7842986196039974,-1.967328165137341,-3.188397661936956,0.5592122421065013,-4.037300104601951,-4.466725553594913,-4.6340063349287846,-4.781437308708892,0.0989850689400095
5742,2012,indiana_lake,9.9535072044,-1.3389484743184408,-1.578433850504431,-2.378197423092177,0.6134322170530107,-3.0261786024037325,-3.3498584318879967,-3.643340426370784,-4.079164906503998,0.0989850689400095
5781,2012,indiana_newton,8.3165409912,-2.7813222159761,-2.949029466174697,-4.056363434386557,0.5638270708751004,-4.980924247968055,-5.455750335499622,-5.519245301906399,-5.533380347170593,0.0989850689400095
5823,2012,indiana_porter,10.3925402884,-0.7376805639579652,-1.268382894261344,-2.371640254238524,0.639038587234521,-3.0097084802857106,-3.21481250143286,-3.4687008292878323,-3.9661155945787394,0.0989850689400095
5865,2012,indiana_pulaski,6.955538430800001,-1.489361370081518,-1.7779341554272732,-3.576959549895097,0.5699352381222644,-4.434073154904369,-4.827564039228954,-5.03504809777673,-5.176365871362608,0.0989850689400095
5906,2012,indiana_starke,6.253085496400001,-1.3625289798633329,-1.5929314494522775,-3.236226452069492,0.5387863216048245,-4.00150215683167,-4.238916530541662,-4.456741787563654,-4.8693064595684765,0.0989850689400095
5946,2012,indiana_white,7.2503177872,-1.4524789567545355,-1.7295413133125483,-3.4833376697835106,0.5197546764028896,-4.430151675664541,-4.928695257691682,-5.020506058776728,-4.946911428289795,0.0989850689400095
5987,2012,indiana_harrison,3.2739324264000005,2.289166569709778,2.0616666078567505,-0.133333330353101,0.4824601674624893,-1.9575000405311584,-2.208333373069763,-2.497500002384186,-2.15999998152256,0.0989850689400095
6028,2012,indiana_jackson,5.0990556756,1.6906320553807517,1.5270910080975988,-1.9507134554013057,0.5268741384579396,-2.9131631829880504,-3.2938212571900447,-3.53008639798153,-3.1755511222090576,0.0989850689400095
6068,2012,indiana_lawrence,3.3115638336,1.334166665871938,1.120833347241084,-2.5850000381469727,0.492510580586756,-3.4962499737739563,-3.912500063578288,-4.145624995231628,-3.636249989271164,0.0989850689400095
6102,2012,indiana_monroe,2.8035398364000006,-1.2366666793823242,-1.371666669845581,-3.239999930063884,0.4746868970698653,-4.697499990463257,-5.34333340326945,-5.395000100135803,-4.6562498807907104,0.0989850689400095
6136,2012,indiana_orange,1.8878422612000003,1.383403624932332,1.176394117579892,-2.3875903397340834,0.4093720454562253,-3.264438693435218,-3.661542321293224,-3.885643288889617,-3.3632714401816948,0.0989850689400095
6207,2012,indiana_washington,3.606343190000001,1.7193306410299225,1.5092124089028112,-1.777224100324921,0.4539575319403487,-2.734889169097752,-3.066414002899652,-3.323122914729489,-2.887459357986478,0.0989850689400095
6245,2012,indiana_clark,4.384058938800001,2.4424999952316284,2.255833347638448,1.249166637659073,0.511692651951406,-1.8225000500679016,-2.134999990463257,-2.393124997615814,-2.1099999845027924,0.0989850689400095
6285,2012,indiana_dearborn,5.519273056,4.184999783833821,3.974999904632568,2.384999950726827,0.4292497149058514,1.112500011920929,-1.2099999984105427,-3.324999988079071,-3.061250030994416,0.0989850689400095
6322,2012,indiana_franklin,5.5882639692,2.804863049118383,2.6608895844461564,-0.0484861832895097,0.5348714379927552,-3.341828082625274,-3.737457562606553,-3.985790676030384,-3.5999657939953407,0.0989850689400095
6395,2012,indiana_jennings,5.5945358704000006,1.9883665462113136,1.826096502977885,-1.7471371640048716,0.5504931591986189,-3.0022767133880084,-3.4311416740432694,-3.630841311560483,-3.259737800325502,0.0989850689400095
6436,2012,indiana_ripley,6.3534359156,2.247844609245768,2.0696605317314223,-1.5369637342862716,0.5447870359169162,-3.54242316173607,-4.005421354856483,-4.229602694773067,-3.855065799523489,0.0989850689400095
6477,2012,indiana_scott,6.742293790000001,2.3916666905085244,2.225833336512248,0.5924999912579855,0.4838924456849087,-1.987500011920929,-2.272499958674113,-2.4131250083446503,-2.079374998807907,0.0989850689400095
6515,2012,indiana_daviess,4.572215974800001,0.4173267683442307,-0.3955147371050076,-3.433809562789884,0.377567222749496,-4.751914849744931,-5.303580813873616,-5.347771245715799,-4.36987503879903,0.0989850689400095
6557,2012,indiana_dubois,3.894850645200001,1.3308383912910282,0.9229759047054578,-3.306364420673152,0.4241721870388411,-4.384887624916734,-4.689620303692437,-4.732698948205169,-3.976671092130723,0.0989850689400095
6598,2012,indiana_gibson,4.0641919776,1.573971332572215,1.2625397612708211,-3.5142157017438698,0.3925920641556201,-4.74346359338991,-5.088076774981498,-4.8863900860849885,-3.936142719901381,0.0989850689400095
6677,2012,indiana_knox,4.478137456800001,0.7103896477435662,0.1725428744307039,-3.46506649347962,0.417832312015284,-4.76001932453989,-5.333947798020387,-5.400754786285757,-4.472232501951898,0.0989850689400095
6718,2012,indiana_martin,3.3303795372,-0.2175885615870356,-0.974015611720582,-3.481046885251999,0.3837493770193723,-4.730288953334093,-5.227307266990343,-5.362246104329825,-4.423691379465163,0.0989850689400095
6756,2012,indiana_pike,3.6251588936,1.2248296146629591,0.8351064737846751,-3.4998028349148123,0.4748080369477038,-4.736183850945414,-5.132417537470552,-5.169139719131265,-4.2397361935468965,0.0989850689400095
6793,2012,indiana_posey,4.7164697024,1.772765768617692,1.4402088463124942,-3.63128735833156,0.4364629378892843,-4.884955615253809,-5.126716852709546,-4.6809793572221565,-3.730638593462126,0.0989850689400095
6835,2012,indiana_spencer,4.3777870376,1.351938977612057,0.8788007796582163,-3.465362428028429,0.4910825221428834,-4.504530378389244,-4.82568203481912,-4.691818257030478,-4.097140844897984,0.0989850689400095
6916,2012,indiana_vanderburgh,3.7882283248,1.7071014842164711,1.3866969982826831,-3.5503502793337494,0.3705919770930215,-4.765482634782661,-5.014704020633968,-4.694943519304027,-3.864865549907327,0.0989850689400095
6958,2012,indiana_warrick,3.2049415132000005,1.5686766209355945,1.229429805222934,-3.4785529225868355,0.4113356890271297,-4.574670763564413,-4.796813097587878,-4.619608571092758,-3.966787466104479,0.0989850689400095
6999,2012,indiana_clay,3.8384035344,-0.8063323597833504,-1.1935129625431982,-3.219198486742352,0.4341814446542736,-4.7122885187562975,-5.396916394919729,-5.364165128688988,-4.65074612548122,0.0989850689400095
7039,2012,indiana_fountain,6.391067322800001,-1.2608522719411708,-1.4531238674982705,-3.235987956898075,0.5411764887166248,-4.56461117160854,-5.0719959698937584,-4.7409294739345365,-4.058377083517318,0.0989850689400095
7078,2012,indiana_montgomery,6.554136754000001,-0.676499087856724,-1.1979600018842114,-3.084187446222708,0.4790587861052683,-4.3677517216239465,-4.8007939998378975,-4.451873333493477,-3.716967184265755,0.0989850689400095
7119,2012,indiana_owen,2.5714794920000004,-1.0884134433208368,-1.2343429231490846,-3.218493590752284,0.4137328215348331,-4.717331696015139,-5.374006509780884,-5.338016959337088,-4.521261949951832,0.0989850689400095
7159,2012,indiana_parke,4.0265605704,-1.0985792739725693,-1.2512997944180555,-3.10251221831252,0.4470950726569567,-4.62877443941628,-5.204692040032487,-5.035771295937096,-4.431710329579144,0.0989850689400095
7199,2012,indiana_putnam,3.8509473368,-0.8632176259620309,-1.070474726078097,-3.0466740628915066,0.4180037069442249,-4.5876483978279,-5.1891596721112,-4.956939908523151,-4.078229644860851,0.0989850689400095
7240,2012,indiana_tippecanoe,7.024529344,-1.0248947308730507,-1.396975811121002,-3.1820548574083087,0.5066302100091528,-4.278197079414099,-4.782726201334124,-4.532305428779694,-3.987626789160026,0.0989850689400095
7281,2012,indiana_vermillion,5.412650735600001,-1.3769486568705804,-1.5645414694626554,-3.411162760875416,0.4615003708331014,-4.8748182991370745,-5.479771500349624,-5.297382002267943,-4.702128883171602,0.0989850689400095
7323,2012,indiana_vigo,4.133182890800001,-1.0208482956419884,-1.1921903454461058,-3.183188999287801,0.410971996946267,-4.696198036217311,-5.379525043853182,-5.370378053536603,-4.746833008659125,0.0989850689400095
7363,2012,indiana_warren,6.9241789248000005,-2.043964072472133,-2.2533012585547705,-3.936973895575708,0.5463850538534063,-5.114233048455688,-5.567481256074937,-5.101443178984836,-4.322871988302228,0.0989850689400095
7405,2012,iowa_boone,9.2259666652,-3.171412023365031,-3.1646264593688374,-4.736300609184929,0.5831623886849511,-5.5331866856499055,-5.94893103106526,-6.30502283547213,-6.605988781062076,0.0201746748658085
7447,2012,iowa_dallas,8.090752548000001,-2.5933679560366647,-2.613967472078956,-4.303392328873073,0.5019090237199174,-5.150083889627384,-5.578332956752941,-5.943780470922597,-6.259110273472976,0.0201746748658085
7489,2012,iowa_grundy,10.129120438,-3.078413759344853,-3.072227214161338,-4.747036786102473,0.6763853902987671,-5.715689754061349,-6.262079135380993,-6.768354934117869,-7.1883792652137055,0.0201746748658085
7531,2012,iowa_hamilton,8.655223656,-3.601681766937703,-3.5146714854225745,-4.892144508065306,0.5957639857433872,-5.845881007471346,-6.316258200448289,-6.708838197146792,-6.98399233774058,0.0201746748658085
7572,2012,iowa_hardin,10.2608303632,-3.021528844900073,-2.978550785907525,-4.481374805090528,0.6281496232460442,-5.521177343060263,-6.056578949132045,-6.517540412121218,-6.842699588502548,0.0201746748658085
7614,2012,iowa_jasper,9.4642989108,-2.6581763027811385,-2.683435448751575,-4.459820360801593,0.5814045489652725,-5.290061938141269,-5.667033072255705,-5.928614453367659,-6.234542819573775,0.0201746748658085
7655,2012,iowa_marshall,9.8845162912,-3.0086908338274974,-3.006289208809274,-4.7662884613539545,0.6522896860748562,-5.629720028074791,-6.037877459529425,-6.415867978281287,-6.758000458390156,0.0201746748658085
7696,2012,iowa_polk,9.3514046892,-2.4491096441537263,-2.4545888627460752,-4.111316416049748,0.551666515565063,-4.9181819473396615,-5.259539299087944,-5.531700021222036,-5.859293852861967,0.0201746748658085
7738,2012,iowa_poweshiek,9.552105527600002,-3.2257979396623164,-3.2676749879378475,-5.169193042013669,0.60509773124459,-6.0061788298604615,-6.337295254806961,-6.495754024513534,-6.670478183303113,0.0201746748658085
7780,2012,iowa_story,9.8845162912,-2.777128342093719,-2.765606403236148,-4.317457336693497,0.6179421447687681,-5.16523824698684,-5.537726798841683,-5.869691511963665,-6.205281347010875,0.0201746748658085
7822,2012,iowa_tama,10.0475857224,-3.375368274872712,-3.386451650289497,-5.260389031581438,0.6547637849487886,-6.081763858359239,-6.480806482550225,-6.846045466167239,-7.169995399989127,0.0201746748658085
7864,2012,iowa_webster,9.3576765904,-3.788091678014017,-3.6765717853404576,-5.048490548430494,0.610127265754323,-5.948181164235802,-6.442275214000986,-6.869151231424052,-7.104514127399639,0.0201746748658085
7906,2012,iowa_benton,8.1095682516,-3.1694577979538603,-3.200151821265932,-5.297667568288009,0.5914361085425883,-6.189654279725843,-6.558644261509417,-6.782759987786125,-7.0113789978648855,0.0201746748658085
7948,2012,iowa_cedar,9.9660510068,-2.7521208804321966,-2.717531728861309,-4.389938943601276,0.6238612355975612,-5.154318972678762,-5.584225187451238,-5.77041903395362,-5.88719319146914,0.0201746748658085
7990,2012,iowa_clinton,8.7555740752,-2.3466160455152782,-2.3173785145258785,-4.072741283707121,0.6041657430608115,-4.965439981687772,-5.445709805229364,-5.72133061665096,-5.921722586902469,0.0201746748658085
8032,2012,iowa_iowa,8.5109699284,-3.0043428247295045,-2.985232163406886,-4.83592035468476,0.5625611160034719,-5.697666742309366,-6.007609849928326,-6.065697508303817,-6.152810896799401,0.0201746748658085
