,Year,sta_con,yield(t/ha),PDSI_Planting,PDSI_Emerging,PDSI_Silking,PDSI_Dough,PDSI_Dent,PDSI_Maturity,PDSI_Harvest,PIC
6211,2016,indiana_washington,9.2698699736,2.6775737303943763,2.6924151691480844,2.7539509543627063,2.994348531568766,3.4821693624718706,3.636216805806437,3.2331526377325326,0.1049409659063521
6248,2016,indiana_clark,8.812021186,2.381249964237213,2.496666590372721,2.5824999809265137,2.833333412806193,3.189999977747599,3.1733333269755044,2.6950000127156577,0.238063454773985
6326,2016,indiana_franklin,10.9946428036,0.5167710778274274,0.3260080056080695,-0.781488590472186,-0.8802976233297254,-0.3719808833148683,1.0277575945640152,1.9280581496638487,0.0989850689400095
6361,2016,indiana_jefferson,9.3325889856,1.0550000071525574,1.0516666571299236,0.9225000143051147,1.043333371480306,1.271666685740153,1.4916666348775227,1.3166666825612383,0.0989850689400095
6399,2016,indiana_jennings,9.8217972792,1.599626082855722,1.5639362324147985,1.3538174452988996,1.5577072625229322,1.9352260998021005,2.2364811717600066,2.1665681373900263,0.0126699172576832
6440,2016,indiana_ripley,9.9033319948,0.9497873441739516,0.9550519635925044,1.003298677910458,1.2435908935286784,1.9512272358972789,2.899030321294612,3.437396027309038,0.1221568704849436
6519,2016,indiana_daviess,10.7813981628,-0.2246315268292671,-0.1470715223059568,0.362021179193482,0.8109170954740091,1.5352284760179185,2.240958201433324,2.2758384410842383,0.0349168857792236
6561,2016,indiana_dubois,8.9876344196,1.767931540709682,1.7901341349451954,1.570405435028983,1.9503005408062453,2.355684319206157,2.4105557360435097,1.901973267793054,0.0856326022596038
6602,2016,indiana_gibson,10.1416642404,1.7394880079816657,1.7846851524062817,1.569773810747002,1.811044284343977,2.043228469665987,2.109629759240203,1.6936790611939203,0.0458114312329496
6640,2016,indiana_greene,9.784165872,-0.2267728762810009,-0.0202272818181905,0.3737026499201306,0.989365077164954,1.9612959969310364,2.680749448131861,2.845306638687376,0.0422193013900505
6681,2016,indiana_knox,10.6434163364,0.7051165421961018,0.667974313613465,-0.0258394210929193,0.2690274693083095,1.0865006346130703,1.9759631867917984,2.1344206006315445,0.1422692671783196
