Year,sta_con,irrigated cropland area,cropland area,PIC
2003,georgia_banks,113.0,8026.333333333333,0.014078657751567757
2003,georgia_elbert,30.0,34946.34152621723,0.0008584589599312874
2003,georgia_franklin,310.0,22778.508697411,0.013609319386006798
2003,georgia_habersham,49.0,6246.0,0.007845020813320525
2003,georgia_hart,1068.0,38078.10738402906,0.028047612483175742
2003,georgia_lincoln,87.0,3533.5,0.024621480118862317
2003,georgia_madison,235.0,12672.0,0.018544823232323232
2003,georgia_oglethorpe,449.0,9266.5,0.048454108886850485
2003,georgia_rabun,409.0,5958.681077694237,0.0686393506662159
2003,georgia_stephens,350.0,12733.508697411004,0.027486532448920582
2003,georgia_wilkes,266.0,12874.0,0.020661798974677646
2003,georgia_bartow,2370.0,19998.333333333336,0.11850987582298524
2003,georgia_catoosa,17.0,15730.508697411004,0.0010807024951963527
2003,georgia_chattooga,186.0,10897.0,0.017068918050839682
2003,georgia_dade,54.0,5596.0,0.00964974982130093
2003,georgia_floyd,717.0,21100.166666666668,0.03398077424348939
2003,georgia_gordon,1588.0,24416.0,0.06503931847968546
2003,georgia_murray,503.0,15940.75,0.0315543497012374
2003,georgia_paulding,24.0,3637.0196352843623,0.006598809576710891
2003,georgia_polk,68.5,28586.508697411,0.0023962352564657133
2003,georgia_walker,189.0,18155.0,0.010410355274029193
2003,georgia_whitfield,44.0,8535.0,0.005155243116578793
2003,georgia_atkinson,3401.0,20723.0,0.16411716450320898
2003,georgia_ben hill,8314.0,26343.0,0.31560566374368904
2003,georgia_berrien,11235.0,46092.0,0.24375162718042176
2003,georgia_brooks,17294.0,77060.0,0.2244225279003374
2003,georgia_clinch,332.0,3272.5,0.1014514896867838
2003,georgia_coffee,15645.0,71155.0,0.21987211018199704
2003,georgia_colquitt,34089.0,117539.0,0.2900228860208101
2003,georgia_cook,12847.5,34519.0,0.3721863321648947
2003,georgia_crisp,19644.0,62052.0,0.3165731966737575
2003,georgia_dooly,30159.0,106258.0,0.28382804118278154
2003,georgia_echols,2343.0,25284.341526217228,0.09266604778180809
2003,georgia_irwin,21276.0,69249.0,0.30723909370532426
2003,georgia_jeff davis,3211.0,22836.0,0.1406113154668068
2003,georgia_lanier,6492.342324561405,18866.0,0.3441292443846817
2003,georgia_lowndes,6814.0,23127.0,0.2946339776019371
